RUBRO;Centro Gestor;Nombre Centro Gestor;BP;Nombre del Proyecto;Programa;Nombre de la actividad;BPIN;SECTOR;PROGRAMA;PRODUCTO;PRODUCTO 1;VALIDADOR CUIPO;Fondo 1;Nombre de fondo;Clasificación del fondo;Pospre 1;Pospre 1;Dimensión;Nombre de Dimensión;Línea Estratégica;Nombre de Línea Estratégica;Programa;Nombre de Programa;Area Funcional;Nombre del Area Funcional;Origen;COMUNA;VIGENCIA;TIPO DE GASTO; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE 
41481323012851030010004BP2600428110101462-320202009;4148;Secretaría de Cultura;BP26004281;Fortalecimiento del Festival de Música del Pacífico Petronio Álvarez de Santiago de  Cali;BP260042811010146;Realizar la producción general del festival;2022760010033;33;3301;3301053;3301053;3301053;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Actual;Inversión; 25.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.000.000 
41481323012851030010004BP2600473120201102-320202009;4148;Secretaría de Cultura;BP26004731;Fortalecimiento de festivales y encuentros artísticos y culturales con componente internacional en Santiago de  Cali;BP260047312020110;Realizar el Festival Mundial de Salsa;2023760010178;#N/D;#N/D;#N/D;#N/D;#N/D;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Actual;Inversión; 185.640.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 185.640.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 185.640.000 
41481323012852030070004BP2600455010101082-320202009;4148;Secretaría de Cultura;BP26004550;Fortalecimiento de la oferta artística y cultural en los espacios públicos de Santiago de Cali;BP260045501010108;Realizar eventos en espacios públicos;2023760010001;33;3301;3301073;3301073;3301073;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070004;Espacios públicos promovidos con programación cultural;Organismo;SANTIAGO DE CALI;Actual;Inversión; 107.360.284 ; -   ; -   ; -   ; -   ; -   ; -   ; 107.360.284 ; -   ; -   ; -   ; -   ; -   ; -   ; 107.360.284 
41481323012852030070004BP2600455010201032-320202009;4148;Secretaría de Cultura;BP26004550;Fortalecimiento de la oferta artística y cultural en los espacios públicos de Santiago de Cali;BP260045501020103;Realizar la promoción y divulgación de la programación en espacios públicos;2023760010001;33;3301;3301073;3301073;3301073;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070004;Espacios públicos promovidos con programación cultural;Organismo;SANTIAGO DE CALI;Actual;Inversión; 40.817.307 ; -   ; -   ; -   ; -   ; -   ; -   ; 40.817.307 ; -   ; -   ; -   ; -   ; -   ; -   ; 40.817.307 
41481323012852030070004BP2600455010201042-320202008;4148;Secretaría de Cultura;BP26004550;Fortalecimiento de la oferta artística y cultural en los espacios públicos de Santiago de Cali;BP260045501020104;Realizar el seguimiento técnico, administrativo, jurídico y financiero  de la Ampliación de la Oferta Artística y Cultural en los Espacios Públicos de Santiago de Cali;2023760010001;33;3301;3301073;3301073;3301073;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070004;Espacios públicos promovidos con programación cultural;Organismo;SANTIAGO DE CALI;Actual;Inversión; 39.320.150 ; -   ; -   ; -   ; -   ; -   ; -   ; 39.320.150 ; -   ; -   ; -   ; -   ; -   ; -   ; 39.320.150 
41481323012852030080007BP2600367610101202-32010100502030101;4148;Secretaría de Cultura;BP26003676;Mejoramiento de los espacios y ambientes de las bibliotecas públicas de la Red en Santiago de  Cali;BP260036761010120;Realizar adquisición de software para las bibliotecas publicas de la Red;2021760010488;33;3301;3301127;3301127;3301127;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-32010100502030101;Paquetes de software;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203008;Equipamientos para el Desarrollo y el Bienestar;52030080007;Equipamientos culturales del Distrito diseñados, con mantenimiento, construidos, adecuados, mejorados o dotación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 49.814.032 ; -   ; -   ; -   ; -   ; -   ; -   ; 49.814.032 ; -   ; -   ; -   ; -   ; -   ; -   ; 49.814.032 
41481323012852030080007BP2600367610101232-3201010030402;4148;Secretaría de Cultura;BP26003676;Mejoramiento de los espacios y ambientes de las bibliotecas públicas de la Red en Santiago de  Cali;BP260036761010123;Realizar la adquisición de elementos eléctricos para las bibliotecas publicas de la Red;2021760010488;33;3301;3301127;3301127;3301127;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-3201010030402;Aparatos de control eléctrico y distribución de electricidad y sus partes y piezas;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203008;Equipamientos para el Desarrollo y el Bienestar;52030080007;Equipamientos culturales del Distrito diseñados, con mantenimiento, construidos, adecuados, mejorados o dotación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 17.766.444 ; -   ; -   ; -   ; -   ; -   ; -   ; 17.766.444 ; -   ; -   ; -   ; -   ; -   ; -   ; 17.766.444 
41481323012852030080007BP2600367610101252-3201010030503;4148;Secretaría de Cultura;BP26003676;Mejoramiento de los espacios y ambientes de las bibliotecas públicas de la Red en Santiago de  Cali;BP260036761010125;Realizar la adquisición de video proyectores;2021760010488;33;3301;3301127;3301127;3301127;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-3201010030503;"Radiorreceptores y receptores de televisión; aparatos para la grabación y reproducción de sonido y video; micrófonos, altavoces, amplificadores, etc.";52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203008;Equipamientos para el Desarrollo y el Bienestar;52030080007;Equipamientos culturales del Distrito diseñados, con mantenimiento, construidos, adecuados, mejorados o dotación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 26.604.911 ; -   ; -   ; -   ; -   ; -   ; -   ; 26.604.911 ; -   ; -   ; -   ; -   ; -   ; -   ; 26.604.911 
41481323012852030080007BP2600367610101302-3201010030503;4148;Secretaría de Cultura;BP26003676;Mejoramiento de los espacios y ambientes de las bibliotecas públicas de la Red en Santiago de  Cali;BP260036761010130;Realizar la adquisición de  elementos  para transmisión de sonido y multimedia para las bibliotecas públicas de la Red;2021760010488;33;3301;3301127;3301127;3301127;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-3201010030503;"Radiorreceptores y receptores de televisión; aparatos para la grabación y reproducción de sonido y video; micrófonos, altavoces, amplificadores, etc.";52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203008;Equipamientos para el Desarrollo y el Bienestar;52030080007;Equipamientos culturales del Distrito diseñados, con mantenimiento, construidos, adecuados, mejorados o dotación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 3.225.648 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.225.648 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.225.648 
41481323012852050020002BP2600470910201022-320202009;4148;Secretaría de Cultura;BP26004709;FORTALECIMIENTO DE LOS PROCESOS ARTÍSTICOS Y CULTURALES QUE GESTIONAN LAS ORGANIZACIONES DE SANTIAGO DE CALI;BP260047091020102;Visibilizar los procesos de las organizaciones artísticas y culturales;2023760010173;#N/D;#N/D;#N/D;#N/D;#N/D;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 110.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 110.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 110.000.000 
41481323012852050020002BP2600470910201032-320202008;4148;Secretaría de Cultura;BP26004709;FORTALECIMIENTO DE LOS PROCESOS ARTÍSTICOS Y CULTURALES QUE GESTIONAN LAS ORGANIZACIONES DE SANTIAGO DE CALI;BP260047091020103;Realizar el seguimiento técnico, administrativo, financiero y jurídico del apoyo a Organizaciones Artísticas y Culturales;2023760010173;#N/D;#N/D;#N/D;#N/D;#N/D;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 50.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 50.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 50.000.000 
41481323012852050020002BP2600470910201092-320202009;4148;Secretaría de Cultura;BP26004709;FORTALECIMIENTO DE LOS PROCESOS ARTÍSTICOS Y CULTURALES QUE GESTIONAN LAS ORGANIZACIONES DE SANTIAGO DE CALI;BP260047091020109;Realizar el apoyo a organizaciones para ejecutar proyectos  artísticos y culturales;2023760010173;#N/D;#N/D;#N/D;#N/D;#N/D;13230128;R.F. Estampilla procultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 47.505.360 ; -   ; -   ; -   ; -   ; -   ; -   ; 47.505.360 ; -   ; -   ; -   ; -   ; -   ; -   ; 47.505.360 
4148R12100051020010001BP2600297610103092-320202005;4148;Secretaría de Cultura;BP26002976;"Construcción del parque de las cocinas, bebidas tradicionales y artesanías del pacifico ""Parque Pacífico"" de Santiago de  Cali";BP260029761010309;Realizar la construcción y desarrollo de la infraestructura, junto con la dotación del proyecto;2020760010823;33;3301;3301093;3301093;3301093;R121000;Ingresos Corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202005;Servicios de la construcción;51;Cali, Inteligente para la Vida;5102;Economía Incluyente, Creativa y Clústeres Estratégicos;5102001;Territorios Creativos ;51020010001;Parque de las cocinas, bebidas tradicionales y artesanías del Pacífico “Parque Pacífico” construido;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 6.000.000.000 ; -   ; -   ; -   ; -   ; 6.000.000.000 ; 6.000.000.000 ; 6.000.000.000 ; -   ; -   ; 6.000.000.000 ; -   ; -   
4148R12100051020010001BP2600297610103102-320202008;4148;Secretaría de Cultura;BP26002976;"Construcción del parque de las cocinas, bebidas tradicionales y artesanías del pacifico ""Parque Pacífico"" de Santiago de  Cali";BP260029761010310;Realizar la Interventoría del desarrollo del proyecto;2020760010823;33;3301;3301093;3301093;3301093;R121000;Ingresos Corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;51;Cali, Inteligente para la Vida;5102;Economía Incluyente, Creativa y Clústeres Estratégicos;5102001;Territorios Creativos ;51020010001;Parque de las cocinas, bebidas tradicionales y artesanías del Pacífico “Parque Pacífico” construido;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 501.840.000 ; -   ; -   ; -   ; -   ; 501.840.000 ; 501.840.000 ; 501.840.000 ; -   ; -   ; 501.840.000 ; -   ; -   
4148R12100051020010001BP2600297610103112-320202009;4148;Secretaría de Cultura;BP26002976;"Construcción del parque de las cocinas, bebidas tradicionales y artesanías del pacifico ""Parque Pacífico"" de Santiago de  Cali";BP260029761010311;Realizar el traslado, adecuación e instalación del casco de la patrullera ARC Jaime Eduardo Cárdenas Gómez en Parque Pacífico;2020760010823;33;3301;3301093;3301093;3301093;R121000;Ingresos Corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5102;Economía Incluyente, Creativa y Clústeres Estratégicos;5102001;Territorios Creativos ;51020010001;Parque de las cocinas, bebidas tradicionales y artesanías del Pacífico “Parque Pacífico” construido;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 210.000.001 ; -   ; -   ; -   ; -   ; 210.000.001 ; 210.000.001 ; 210.000.001 ; -   ; -   ; 210.000.001 ; -   ; -   
4148R12100051030010004BP2600289110201442-320202008;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020144;Realizar la inteventoria de festivales y encuentros culturales de Cali;2020760010797;33;3301;3301069;3301069;3301069;R121000;Ingresos Corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 176.951.796 ; -   ; -   ; -   ; -   ; 176.951.796 ; 176.951.796 ; 176.951.796 ; -   ; -   ; 176.951.796 ; -   ; -   
4148R12100051030010004BP2600289110201442-320202009;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020144;Realizar la inteventoria de festivales y encuentros culturales de Cali;2020760010797;33;3301;3301069;3301069;3301069;R121000;Ingresos Corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 87.573.112 ; -   ; -   ; -   ; -   ; 87.573.112 ; 87.573.112 ; 87.573.112 ; -   ; -   ; 87.573.112 ; -   ; -   
4148R12100051030010004BP2600289110201622-320202009;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020162;Realizar la Feria de Cali;2020760010797;33;3301;3301069;3301069;3301069;R121000;Ingresos Corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 3.460.304.688 ; -   ; -   ; -   ; -   ; 3.460.304.688 ; 3.460.304.688 ; 3.460.304.688 ; -   ; -   ; 3.460.304.688 ; -   ; -   
4148R1231190151030010004BP2600289110201452-320202008;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020145;Realizar la inteventoria de festivales y encuentros culturales de Cali;2020760010797;33;3301;3301069;3301069;3301069;R12311901;Estampilla procultura ;Destinación Específica (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 48.000.000 ; -   ; -   ; -   ; -   ; 48.000.000 ; 48.000.000 ; 48.000.000 ; -   ; -   ; 48.000.000 ; -   ; -   
4148R1311020151030010004BP2600289110201592-320202008;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020159;Realizar la inteventoria de festivales y encuentros culturales de Cali;2020760010797;33;3301;3301069;3301069;3301069;R13110201;Excedentes Financieros EMCALI;Destinación Específica (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 656.724 ; -   ; -   ; -   ; -   ; 656.724 ; 656.724 ; 656.724 ; -   ; -   ; 656.724 ; -   ; -   
4148R1322080351030010004BP2600289110201682-320202009;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020168;Realizar la Feria de Cali;2020760010797;33;3301;3301069;3301069;3301069;R13220803;R..F. S.G.P.  Proposito General-Cultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 54.365.120 ; -   ; -   ; -   ; -   ; 54.365.120 ; 54.365.120 ; 54.365.120 ; -   ; -   ; 54.365.120 ; -   ; -   
4148R1323010151020010001BP2600297610103122-320202009;4148;Secretaría de Cultura;BP26002976;"Construcción del parque de las cocinas, bebidas tradicionales y artesanías del pacifico ""Parque Pacífico"" de Santiago de  Cali";BP260029761010312;Realizar el traslado, adecuación e instalación del casco de la patrullera ARC Jaime Eduardo Cárdenas Gómez en Parque Pacífico;2020760010823;33;3301;3301093;3301093;3301093;R13230101;R.F. ICLD ;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5102;Economía Incluyente, Creativa y Clústeres Estratégicos;5102001;Territorios Creativos ;51020010001;Parque de las cocinas, bebidas tradicionales y artesanías del Pacífico “Parque Pacífico” construido;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 110.850.334 ; -   ; -   ; -   ; -   ; 110.850.334 ; 110.850.334 ; 110.850.334 ; -   ; -   ; 110.850.334 ; -   ; -   
4148R1323010151030010004BP2600289110201652-320202009;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020165;Realizar la Feria de Cali;2020760010797;33;3301;3301069;3301069;3301069;R13230101;R.F. ICLD ;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 90.685.046 ; -   ; -   ; -   ; -   ; 90.685.046 ; 90.685.046 ; 90.685.046 ; -   ; -   ; 90.685.046 ; -   ; -   
4148R1323012851030010004BP2600289110201662-320202009;4148;Secretaría de Cultura;BP26002891;Fortalecimiento de Festivales de talla internacional realizados anualmente en Santiago de  Cali;BP260028911020166;Realizar la Feria de Cali;2020760010797;33;3301;3301069;3301069;3301069;R13230128;R.F. Estampilla Procultura;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Reservas;Inversión; -   ; -   ; 751.416.427 ; -   ; -   ; -   ; -   ; 751.416.427 ; 751.416.427 ; 751.416.427 ; -   ; -   ; 751.416.427 ; -   ; -   
415112100052030070009BP2600301510101152-320202005;4151;Secretaría de Infraestructura;BP26003015;Adecuación de vías y andenes en Santiago de Cali;BP260030151010115;REALIZAR ADECUACIÓN DE ANDENES - GRUPO OPERATIVO EN OBRA EN ZONA URBANA DE CALI.;2020760010746;24;2402;2402128;2402128;2402128;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070009;Vías y andenes adecuados con inclusión social;Organismo;SANTIAGO DE CALI;Actual;Inversión; 909.700.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 909.700.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 909.700.000 
415112100052030070009BP2600301510102152-3201010030202;4151;Secretaría de Infraestructura;BP26003015;Adecuación de vías y andenes en Santiago de Cali;BP260030151010215;ADQUIRIR MATERIALES Y SUMINISTROS PARA ADECUACIÓN DE VÍAS EN ZONA URBANA DE CALI.;2020760010746;24;2402;2402128;2402128;2402128;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-3201010030202;Máquinas herramientas y sus partes, piezas y accesorios;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070009;Vías y andenes adecuados con inclusión social;Organismo;SANTIAGO DE CALI;Actual;Inversión; 475.813.512 ; -   ; -   ; -   ; -   ; -   ; -   ; 475.813.512 ; -   ; -   ; -   ; -   ; -   ; -   ; 475.813.512 
415112100052030070009BP2600301510102162-320202005;4151;Secretaría de Infraestructura;BP26003015;Adecuación de vías y andenes en Santiago de Cali;BP260030151010216;REALIZAR MANTENIMIENTO DE EQUIPO;2020760010746;24;2402;2402128;2402128;2402128;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070009;Vías y andenes adecuados con inclusión social;Organismo;SANTIAGO DE CALI;Actual;Inversión; 313.743.391 ; -   ; -   ; -   ; -   ; -   ; -   ; 313.743.391 ; -   ; -   ; -   ; -   ; -   ; -   ; 313.743.391 
415112100052030070009BP2600301510102172-320201003;4151;Secretaría de Infraestructura;BP26003015;Adecuación de vías y andenes en Santiago de Cali;BP260030151010217;ADQUIRIR COMBUSTIBLE PARA EQUIPO.;2020760010746;24;2402;2402128;2402128;2402128;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320201003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070009;Vías y andenes adecuados con inclusión social;Organismo;SANTIAGO DE CALI;Actual;Inversión; 75.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 75.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 75.000.000 
415112100053010040006BP2600298610101182-320202005;4151;Secretaría de Infraestructura;BP26002986;Mantenimiento rutinario con inclusión social de las vías rurales de Santiago de  Cali;BP260029861010118;Mantenimiento rutinario en vías de los Corregimientos Felidia, Saladito, Leonera, Pichindé y Los Andes;2020760010689;24;2402;2402112;2402112;2402112;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202005;Servicios de la construcción;53;Cali, Nuestra Casa Común;5301;Fortalecimiento y Gestión de los Socioecosistemas;5301004;Ruralidad Sustentable ;53010040006;Vías rurales con mantenimiento anual rutinario con inclusión social;Organismo;SANTIAGO DE CALI;Actual;Inversión; 27.961.756 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.961.756 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.961.756 
415112100053010040006BP2600298610101192-320202005;4151;Secretaría de Infraestructura;BP26002986;Mantenimiento rutinario con inclusión social de las vías rurales de Santiago de  Cali;BP260029861010119;Mantenimiento rutinario en vías de los Corregimientos Villacarmelo y Buitrera.;2020760010689;24;2402;2402112;2402112;2402112;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202005;Servicios de la construcción;53;Cali, Nuestra Casa Común;5301;Fortalecimiento y Gestión de los Socioecosistemas;5301004;Ruralidad Sustentable ;53010040006;Vías rurales con mantenimiento anual rutinario con inclusión social;Organismo;SANTIAGO DE CALI;Actual;Inversión; 147.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 147.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 147.000.000 
415112100053010040006BP2600298610101202-320202005;4151;Secretaría de Infraestructura;BP26002986;Mantenimiento rutinario con inclusión social de las vías rurales de Santiago de  Cali;BP260029861010120;Mantenimiento rutinario en vías de los Corregimientos  La Castilla, Elvira, La Paz, Montebello y Golondrinas;2020760010689;24;2402;2402112;2402112;2402112;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-320202005;Servicios de la construcción;53;Cali, Nuestra Casa Común;5301;Fortalecimiento y Gestión de los Socioecosistemas;5301004;Ruralidad Sustentable ;53010040006;Vías rurales con mantenimiento anual rutinario con inclusión social;Organismo;SANTIAGO DE CALI;Actual;Inversión; 441.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 441.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 441.000.000 
415112100053040040003BP2600299010102232-3201010010319;4151;Secretaría de Infraestructura;BP26002990;Construcción  de Vías y obras de drenaje en la zona urbana y rural de Santiago de  Cali;BP260029901010223;Construir vias y obras de drenaje rurales en los corregimientos de Santiago de Cali;2020760010725;24;2402;2402113;2402113;2402113;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-3201010010319;Otras obras de ingeniería civil;53;Cali, Nuestra Casa Común;5304;Movilidad Multimodal Sustentable;5304004;Mejoramiento de la Infraestructura Vial ;53040040003;Vías y obras de drenaje en la zona urbana y rural construidas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 988.458.301 ; -   ; -   ; -   ; -   ; -   ; -   ; 988.458.301 ; -   ; -   ; -   ; -   ; -   ; -   ; 988.458.301 
415112100053040040003BP2600299010102242-3201010010319;4151;Secretaría de Infraestructura;BP26002990;Construcción  de Vías y obras de drenaje en la zona urbana y rural de Santiago de  Cali;BP260029901010224;Construir Huellas vehiculares y cunetas en el corregimieno La Leonera;2020760010725;24;2402;2402113;2402113;2402113;121000;Ingresos corrientes de Libre Destinación;Destinación Específica (Recursos Propios);2-3201010010319;Otras obras de ingeniería civil;53;Cali, Nuestra Casa Común;5304;Movilidad Multimodal Sustentable;5304004;Mejoramiento de la Infraestructura Vial ;53040040003;Vías y obras de drenaje en la zona urbana y rural construidas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 299.958.138 ; -   ; -   ; -   ; -   ; -   ; -   ; 299.958.138 ; -   ; -   ; -   ; -   ; -   ; -   ; 299.958.138 
