 Centro Gestor ; Nombre Centro Gestor ; Area Funcional ; Nombre Area Funcional ; Propósito ; Nombre Propósito ; Reto ; Nombre Reto ; Programa ; Nombre Programa ; BPIN ; BP ; Nombre Proyecto ; Programa Presupuestal ; Nombre Actividad ; Pospre ; Nombre Pospre ; Fondo ; Nombre fondo ; Origen ; COMUNA ; VIGENCIA ; TIPO DE GASTO ; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE ; Clasificación del fondo 1 
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010389;BP26005752;Aprovechamiento  de los espacios públicos con programación artística y cultural en la comuna 10 en Santiago de   Cali;BP260057522010105;Realizar trámite para asistencia de organismos de socorro;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 10;Actual;Inversión; 4.560.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 4.560.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 4.560.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010389;BP26005752;Aprovechamiento  de los espacios públicos con programación artística y cultural en la comuna 10 en Santiago de   Cali;BP260057522010106;Realizar entrega de reconocimiento a los artistas participantes de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 10;Actual;Inversión; 32.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 32.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 32.800.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010101;Realizar divulgación y socialización los encuentros artísticos para recuperar la identidad cultural de la comuna 5;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 3.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.300.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010102;Adquirir servicios logísticos para la realización de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 56.932.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 56.932.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 56.932.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010103;Realizar trámite de permisos y licencias para el desarrollo de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010104;Adquirir servicio de aseo y manejo de residuos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 1.850.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.850.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.850.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010105;Realizar trámite para asistencia de organismos de socorro;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010106;Realizar entrega de reconocimiento a los artistas participantes de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 46.700.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 46.700.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 46.700.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010107;Adquirir servicios logísticos para la realización del evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 39.243.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 39.243.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 39.243.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010108;Realizar trámite de permisos y licencias para el desarrollo de los evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010109;Adquirir servicio de aseo y manejo de residuos evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 1.851.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.851.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.851.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010110;Realizar trámite para asistencia de organismos de socorro 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010514;BP26005760;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 5 en Santiago de   Cali;BP260057602010111;Realizar entrega de reconocimiento a los artistas participantes de los eventos 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 5;Actual;Inversión; 22.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 22.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 22.200.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010597;BP26005772;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento el Hormiguero de  Cali;BP260057722010101;Realizar la promoción de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 360.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 360.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 360.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010597;BP26005772;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento el Hormiguero de  Cali;BP260057722010102;Entregar reconocimiento a los artistas;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 27.916.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.916.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.916.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010597;BP26005772;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento el Hormiguero de  Cali;BP260057722010103;Realizar la producción de eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 38.660.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 38.660.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 38.660.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010597;BP26005772;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento el Hormiguero de  Cali;BP260057722010104;Adquirir servicios de los organismos de socorro;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 3.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.900.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010597;BP26005772;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento el Hormiguero de  Cali;BP260057722010105;Realizar el trámite de licencias y permisos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 5.550.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 5.550.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 5.550.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010597;BP26005772;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento el Hormiguero de  Cali;BP260057722010106;Adquirir servicio de aseo y PGIRS;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 2.250.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.250.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.250.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010101;Realizar divulgación y socialización los encuentros artísticos para recuperar la identidad cultural de la comuna 21;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 3.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.300.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010102;Adquirir servicios logísticos para la realización de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 27.337.500 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.337.500 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.337.500 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010103;Realizar trámite de permisos y licencias para el desarrollo de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010104;Adquirir servicio de aseo y manejo de residuos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 1.050.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.050.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.050.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010105;Realizar trámite para asistencia de organismos de socorro;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010106;Realizar entrega de reconocimiento a los artistas participantes de los eventos;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 20.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.600.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010107;Adquirir servicios logísticos para la realización del evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 23.337.500 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.337.500 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.337.500 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010108;Realizar trámite de permisos y licencias para el desarrollo del evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.202.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010109;Adquirir servicio de aseo y manejo de residuos para el evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 1.851.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.851.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.851.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010110;Realizar trámite para asistencia de organismos de socorro para el evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 760.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010495;BP26005787;Aprovechamiento de los espacios públicos con programación artística y cultural en la comuna 21 en Santiago de  Cali;BP260057872010111;Realizar entrega de reconocimiento a los artistas participantes del evento 2;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 14.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 14.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 14.600.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010522;BP26005793;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento de Felidia de  Cali;BP260057932010101;Realizar la promoción de los eventos;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;FELIDIA;Actual;Inversión; 240.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 240.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 240.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010522;BP26005793;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento de Felidia de  Cali;BP260057932010102;Entregar reconocimientos a los artistas;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;FELIDIA;Actual;Inversión; 11.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.500.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010522;BP26005793;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento de Felidia de  Cali;BP260057932010103;Realizar la producción de los eventos;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;FELIDIA;Actual;Inversión; 11.560.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.560.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.560.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010522;BP26005793;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento de Felidia de  Cali;BP260057932010104;Adquirir servicio de los organismos de socorro;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;FELIDIA;Actual;Inversión; 1.550.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.550.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.550.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010522;BP26005793;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento de Felidia de  Cali;BP260057932010105;Realizar el tramite de licencias y permisos;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;FELIDIA;Actual;Inversión; 1.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.600.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010522;BP26005793;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento de Felidia de  Cali;BP260057932010106;Adquirir servicio de aseo;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;FELIDIA;Actual;Inversión; 750.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 750.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 750.000 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010534;BP26005798;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento Los Andes de Santiago de   Cali;BP260057982010101;Realizar divulgación y socialización los encuentros artísticos para recuperar la identidad cultural del corregimiento Los Andes;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;LOS ANDES;Actual;Inversión; 1.683.333 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.683.333 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.683.333 ;Recursos Propios de Libre Destinación
4148;Secretaría de Cultura;61020030004;Eventos de promoción de la cultura a nivel local, distrital e internacional realizados;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102003;Cali Distrito Deportivo, Cultural y Turístico;2024760010534;BP26005798;Aprovechamiento de los espacios públicos con programación cultural y artística en el corregimiento Los Andes de Santiago de   Cali;BP260057982010102;Realizar la operación logistica para la realización de los eventos del corregimiento de los andes;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;LOS ANDES;Actual;Inversión; 49.492.667 ; -   ; -   ; -   ; -   ; -   ; -   ; 49.492.667 ; -   ; -   ; -   ; -   ; -   ; -   ; 49.492.667 ;Recursos Propios de Libre Destinación
