RUBRO;Centro Gestor;Nombre Centro Gestor;BP;Nombre del Proyecto;Programa;Nombre de la actividad;BPIN;SECTOR;PROGRAMA;PRODUCTO;PRODUCTO 1;VALIDADOR CUIPO;Fondo 1;Nombre de fondo;Clasificación del fondo;Pospre 1;Pospre 1;Dimensión;Nombre de Dimensión;Línea Estratégica;Nombre de Línea Estratégica;Programa;Nombre de Programa;Area Funcional;Nombre del Area Funcional;Origen;COMUNA;VIGENCIA;TIPO DE GASTO; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE 
41481243020152050020002BP2600274510201202-320202009;4148;Secretaría de Cultura;BP26002745;Fortalecimiento de las Salas Independientes de Teatro de Santiago de Cali;BP260027451020120;Apoyar  los proyectos  ganadores  del programa de concertacion local de salas independientes de teatro;2020760010857;45;4599;3301070;3301070;3301070;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 685.131.343 ; -   ; -   ; -   ; -   ; -   ; -   ; 685.131.343 ; -   ; -   ; -   ; -   ; -   ; -   ; 685.131.343 
41481243020152050020002BP2600470910201052-320202009;4148;Secretaría de Cultura;BP26004709;FORTALECIMIENTO DE LOS PROCESOS ARTÍSTICOS Y CULTURALES QUE GESTIONAN LAS ORGANIZACIONES DE SANTIAGO DE CALI;BP260047091020105;Realizar el apoyo a organizaciones para ejecutar proyectos  artísticos y culturales;2023760010173;45;4599;3301054;3301054;3301054;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 1.524.118.405 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.524.118.405 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.524.118.405 
41481243020152050020005BP2600472110101022-320202009;4148;Secretaría de Cultura;BP26004721;Consolidación de los semilleros de investigación artística y cultural del distrito de Santiago de Cali;BP260047211010102;Realizar cátedras en formación investigativa y académica que propicie la generación de conocimientos en artes populares y tradicionales con aspiración de carácter patrimonial;2023760010174;45;4599;3301069;3301069;3301069;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020005;Semilleros de investigación artística y cultural implementados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 173.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 173.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 173.300.000 
41481243020152050020005BP2600472110101032-320202009;4148;Secretaría de Cultura;BP26004721;Consolidación de los semilleros de investigación artística y cultural del distrito de Santiago de Cali;BP260047211010103;Realizar la participación en actividades interinstitucionales de formación e interacción;2023760010174;45;4599;3301069;3301069;3301069;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020005;Semilleros de investigación artística y cultural implementados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 100.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 100.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 100.000.000 
41481243020152050020005BP2600472110101042-320202009;4148;Secretaría de Cultura;BP26004721;Consolidación de los semilleros de investigación artística y cultural del distrito de Santiago de Cali;BP260047211010104;Realizar la publicación de los productos de los semilleros de investigación;2023760010174;45;4599;3301069;3301069;3301069;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020005;Semilleros de investigación artística y cultural implementados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 44.700.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 44.700.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 44.700.000 
41481243020152050020005BP2600472110101052-320202009;4148;Secretaría de Cultura;BP26004721;Consolidación de los semilleros de investigación artística y cultural del distrito de Santiago de Cali;BP260047211010105;Realizar la adquisición de equipos, instrumentos y materiales para los procesos de formación de investigación de las  4 escuelas académicas;2023760010174;45;4599;3301069;3301069;3301069;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020005;Semilleros de investigación artística y cultural implementados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 25.850.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.850.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.850.000 
41481243020152050020005BP2600472110101062-320202009;4148;Secretaría de Cultura;BP26004721;Consolidación de los semilleros de investigación artística y cultural del distrito de Santiago de Cali;BP260047211010106;Realizar el acompañamiento técnico al Centro de Desarrollo de Investigación;2023760010174;45;4599;3301069;3301069;3301069;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020005;Semilleros de investigación artística y cultural implementados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 232.994.334 ; -   ; -   ; -   ; -   ; -   ; -   ; 232.994.334 ; -   ; -   ; -   ; -   ; -   ; -   ; 232.994.334 
41481243020152050020005BP2600472110201012-320202009;4148;Secretaría de Cultura;BP26004721;Consolidación de los semilleros de investigación artística y cultural del distrito de Santiago de Cali;BP260047211020101;Realizar evento académico de promoción y difusión del proceso de investigación artística de los semilleros;2023760010174;45;4599;3301053;3301053;3301053;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020005;Semilleros de investigación artística y cultural implementados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 23.056.400 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.056.400 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.056.400 
41481243020152050020010BP2600274910101272-320202009;4148;Secretaría de Cultura;BP26002749;AMPLIACIÓN DE LA OFERTA ARTÍSTICA, CULTURAL Y DE EXHIBICIÓN EN ESCENARIOS DE NATURALEZA PÚBLICA DE SANTIAGO DE CALI;BP260027491010127;Realizar la programación de circulación y exhibición de artistas en el Teatro al Aire Libre Los Cristales;2020760010755;45;4599;3301053;3301053;3301053;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020010;Escenarios para las artes escénicas de naturaleza pública fortalecidos con programación cultural y artística;Organismo;SANTIAGO DE CALI;Actual;Inversión; 139.557.160 ; -   ; -   ; -   ; -   ; -   ; -   ; 139.557.160 ; 139.557.160 ; 139.557.160 ; -   ; -   ; 139.557.160 ; -   ; -   
41481243020152050020010BP2600274910101422-320202009;4148;Secretaría de Cultura;BP26002749;AMPLIACIÓN DE LA OFERTA ARTÍSTICA, CULTURAL Y DE EXHIBICIÓN EN ESCENARIOS DE NATURALEZA PÚBLICA DE SANTIAGO DE CALI;BP260027491010142;Realizar la programación de circulación y exhibición de artistas en el Teatro Cultural Comuna 16;2020760010755;45;4599;3301053;3301053;3301053;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020010;Escenarios para las artes escénicas de naturaleza pública fortalecidos con programación cultural y artística;Organismo;SANTIAGO DE CALI;Actual;Inversión; 60.442.840 ; -   ; -   ; -   ; -   ; -   ; -   ; 60.442.840 ; 60.442.840 ; 60.442.840 ; -   ; -   ; 60.442.840 ; -   ; -   
41481243020152050020014BP2600472710101012-320202009;4148;Secretaría de Cultura;BP26004727;Fortalecimiento a la circulación de expresiones y manifestaciones artísticas populares del distrito de Santiago de  Cali;BP260047271010101;Realizar apoyo técnico para la circulación de artistas vinculados a las culturas populares y tradicionales.;2023760010180;45;4599;3301073;3301073;3301073;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020014;Circulación de las creaciones artísticas y culturales, populares y tradicionales en escenarios estratégicos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 439.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 439.300.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 439.300.000 
41481243020152050020014BP2600472710101022-320202009;4148;Secretaría de Cultura;BP26004727;Fortalecimiento a la circulación de expresiones y manifestaciones artísticas populares del distrito de Santiago de  Cali;BP260047271010102;Realizar los eventos de circulacion  En Clave Cultural;2023760010180;45;4599;3301073;3301073;3301073;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020014;Circulación de las creaciones artísticas y culturales, populares y tradicionales en escenarios estratégicos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 86.125.266 ; -   ; -   ; -   ; -   ; -   ; -   ; 86.125.266 ; -   ; -   ; -   ; -   ; -   ; -   ; 86.125.266 
41481243020152050020014BP2600472710101032-320202009;4148;Secretaría de Cultura;BP26004727;Fortalecimiento a la circulación de expresiones y manifestaciones artísticas populares del distrito de Santiago de  Cali;BP260047271010103;Realizar los eventos de circulación Mercado cultural;2023760010180;45;4599;3301073;3301073;3301073;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020014;Circulación de las creaciones artísticas y culturales, populares y tradicionales en escenarios estratégicos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 83.801.266 ; -   ; -   ; -   ; -   ; -   ; -   ; 83.801.266 ; -   ; -   ; -   ; -   ; -   ; -   ; 83.801.266 
41481243020152050020014BP2600472710101042-320202009;4148;Secretaría de Cultura;BP26004727;Fortalecimiento a la circulación de expresiones y manifestaciones artísticas populares del distrito de Santiago de  Cali;BP260047271010104;Realizar los eventos de estrategias  Vinculos;2023760010180;45;4599;3301073;3301073;3301073;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020014;Circulación de las creaciones artísticas y culturales, populares y tradicionales en escenarios estratégicos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 251.695.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 251.695.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 251.695.000 
41481243020152050020014BP2600472710201012-320202009;4148;Secretaría de Cultura;BP26004727;Fortalecimiento a la circulación de expresiones y manifestaciones artísticas populares del distrito de Santiago de  Cali;BP260047271020101;Realizar el diseño e implementación para las iniciativas en las artes populares;2023760010180;45;4599;3301054;3301054;3301054;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020014;Circulación de las creaciones artísticas y culturales, populares y tradicionales en escenarios estratégicos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 103.373.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 103.373.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 103.373.000 
41481243020152050020014BP2600472710201022-320202009;4148;Secretaría de Cultura;BP26004727;Fortalecimiento a la circulación de expresiones y manifestaciones artísticas populares del distrito de Santiago de  Cali;BP260047271020102;Realizar la promoción y difusión para el desarrollo de iniciativas en las artes populares;2023760010180;45;4599;3301054;3301054;3301054;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020014;Circulación de las creaciones artísticas y culturales, populares y tradicionales en escenarios estratégicos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 39.106.422 ; -   ; -   ; -   ; -   ; -   ; -   ; 39.106.422 ; -   ; -   ; -   ; -   ; -   ; -   ; 39.106.422 
41481243020152050020014BP2600472710201032-320202009;4148;Secretaría de Cultura;BP26004727;Fortalecimiento a la circulación de expresiones y manifestaciones artísticas populares del distrito de Santiago de  Cali;BP260047271020103;Realizar la entrega de  estimulos para el desarrollo de iniciativas en las artes populares;2023760010180;45;4599;3301054;3301054;3301054;12430201;SGP-Propósito General-Cultura 11/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020014;Circulación de las creaciones artísticas y culturales, populares y tradicionales en escenarios estratégicos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 160.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 160.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 160.000.000 
41481243020251030010004BP2600428110101232-320202009;4148;Secretaría de Cultura;BP26004281;Fortalecimiento del Festival de Música del Pacífico Petronio Álvarez de Santiago de  Cali;BP260042811010123;Realizar el encuentro de semilleros Petronitos;2022760010033;45;4599;3301053;3301053;3301053;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Actual;Inversión; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 
41481243020251030010004BP2600428110101482-320202009;4148;Secretaría de Cultura;BP26004281;Fortalecimiento del Festival de Música del Pacífico Petronio Álvarez de Santiago de  Cali;BP260042811010148;Realizar el concurso musical del festival;2022760010033;45;4599;3301053;3301053;3301053;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Actual;Inversión; 35.643.003 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.643.003 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.643.003 
41481243020252050010002BP2600282510201072-320202009;4148;Secretaría de Cultura;BP26002825;Divulgación de valores culturales en Sectores urbanos declarados como Bienes de Interés Cultural de Santiago de Cali;BP260028251020107;REALIZAR SIMPOSIO DE LA NORMATIVA QUE RIGE LOS SECTORES URBANOS DE INTERÉS CULTURAL;2020760010658;45;4599;3302054;3302054;3302054;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205001;Salvaguarda y Protección del Patrimonio Cultural ;52050010002;Bienes materiales de Interés cultural protegidos y conservados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 32.345.208 ; -   ; -   ; -   ; -   ; -   ; -   ; 32.345.208 ; -   ; -   ; -   ; -   ; -   ; -   ; 32.345.208 
41481243020252050020001BP2600339510101222-320202009;4148;Secretaría de Cultura;BP26003395;FORMACIÓN EN PRÁCTICAS Y EXPRESIONES ARTÍSTICAS Y CULTURALES DE SANTIAGO DE   CALI;BP260033951010122;Realizar promoción y visibilización de los procesos de formación en prácticas artística y cultural de Santiago de Cali;2020760010681;45;4599;3301051;3301051;3301051;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020001;Personas formadas en prácticas artísticas en comunas y corregimientos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 27.562.935 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.562.935 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.562.935 
41481243020252050020001BP2600339510101232-320202009;4148;Secretaría de Cultura;BP26003395;FORMACIÓN EN PRÁCTICAS Y EXPRESIONES ARTÍSTICAS Y CULTURALES DE SANTIAGO DE   CALI;BP260033951010123;Realizar espacios de sensibilización artística con enfoque de genero;2020760010681;45;4599;3301051;3301051;3301051;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020001;Personas formadas en prácticas artísticas en comunas y corregimientos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 20.834.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.834.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.834.000 
41481243020252050020002BP2600274510201212-320202009;4148;Secretaría de Cultura;BP26002745;Fortalecimiento de las Salas Independientes de Teatro de Santiago de Cali;BP260027451020121;Apoyar  los proyectos  ganadores  del programa de concertacion local de salas independientes de teatro;2020760010857;45;4599;3301070;3301070;3301070;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 42.676.097 ; -   ; -   ; -   ; -   ; -   ; -   ; 42.676.097 ; -   ; -   ; -   ; -   ; -   ; -   ; 42.676.097 
41481243020252050020002BP2600274510201222-320202009;4148;Secretaría de Cultura;BP26002745;Fortalecimiento de las Salas Independientes de Teatro de Santiago de Cali;BP260027451020122;Realizar el seguimiento técnico, administrativo, financiero y jurídico al Apoyo de las Salas Independientes de Teatro y Circo;2020760010857;45;4599;3301070;3301070;3301070;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 
41481243020252050020002BP2600470910201062-320202009;4148;Secretaría de Cultura;BP26004709;FORTALECIMIENTO DE LOS PROCESOS ARTÍSTICOS Y CULTURALES QUE GESTIONAN LAS ORGANIZACIONES DE SANTIAGO DE CALI;BP260047091020106;Realizar el apoyo a organizaciones para ejecutar proyectos  artísticos y culturales;2023760010173;45;4599;3301054;3301054;3301054;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020002;Organizaciones e instituciones apoyadas en el desarrollo de sus iniciativas artísticas y culturales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 92.595.880 ; -   ; -   ; -   ; -   ; -   ; -   ; 92.595.880 ; -   ; -   ; -   ; -   ; -   ; -   ; 92.595.880 
41481243020252050020012BP2600472410301012-320202009;4148;Secretaría de Cultura;BP26004724;Consolidación de los procesos formación artística y cultural de las artes populares del distrito de Santiago de Cali;BP260047241030101;Realizar el festival danza por Colombia;2023760010181;45;4599;3301074;3301074;3301074;12430202;SGP-Propósito General-Cultura 12/12;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5205;Cali Corazón de las Culturas;5205002;Ecosistema Artístico ;52050020012;Jóvenes y adultos en proceso de formación en artes populares y tradicionales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 139.944.578 ; -   ; -   ; -   ; -   ; -   ; -   ; 139.944.578 ; -   ; -   ; -   ; -   ; -   ; -   ; 139.944.578 
41481322080151020010001BP2600472820201032-320202009;4148;Secretaría de Cultura;BP26004728;Implementación del parque de las cocinas, bebidas tradicionales y artesanías del pacífico “parque pacífico” de Santiago de Cali;BP260047282020103;Realizar las fases constructivas del diseño inicial Parque Pacifico;2023760010179;45;4599;3301093;3301093;3301093;13220801;R.F. S.G.P. Propósito General-Otros Sectores;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5102;Economía Incluyente, Creativa y Clústeres Estratégicos;5102001;Territorios Creativos ;51020010001;Parque de las cocinas, bebidas tradicionales y artesanías del Pacífico “Parque Pacífico” construido;Organismo;SANTIAGO DE CALI;Actual;Inversión; -   ; -   ; -   ; -   ; 603.203.532 ; -   ; -   ; 603.203.532 ; -   ; -   ; -   ; -   ; -   ; -   ; 603.203.532 
41481322080151030010004BP2600367710101092-320202009;4148;Secretaría de Cultura;BP26003677;Fortalecimiento de Festivales de talla internacional con enfoque en lectura, escritura y oralidad en Santiago de  Cali;BP260036771010109;Realizar el Festival Internacional de Poesía;2021760010485;45;4599;3301074;3301074;3301074;13220801;R.F. S.G.P. Propósito General-Otros Sectores;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Actual;Inversión; 100.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 100.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 100.000.000 
41481322080151030010004BP2600473120201122-320202009;4148;Secretaría de Cultura;BP26004731;Fortalecimiento de festivales y encuentros artísticos y culturales con componente internacional en Santiago de  Cali;BP260047312020112;Realizar el Festival Mundial de Salsa;2023760010178;45;4599;3301053;3301053;3301053;13220801;R.F. S.G.P. Propósito General-Otros Sectores;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Actual;Inversión; 58.561.597 ; -   ; -   ; -   ; -   ; -   ; -   ; 58.561.597 ; -   ; -   ; -   ; -   ; -   ; -   ; 58.561.597 
41481322080151030010004BP2600473120201132-320202009;4148;Secretaría de Cultura;BP26004731;Fortalecimiento de festivales y encuentros artísticos y culturales con componente internacional en Santiago de  Cali;BP260047312020113;Realizar el Encuentro Nacional e Internacional de Danzas Folclóricas mercedes montaño;2023760010178;45;4599;3301053;3301053;3301053;13220801;R.F. S.G.P. Propósito General-Otros Sectores;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5103;Posicionamiento Local en el Ámbito Internacional;5103001;Marca de Ciudad para un Distrito Especial ;51030010004;Festivales de talla internacional realizados anualmente;Organismo;SANTIAGO DE CALI;Actual;Inversión; 391.438.403 ; -   ; -   ; -   ; -   ; -   ; -   ; 391.438.403 ; -   ; -   ; -   ; -   ; -   ; -   ; 391.438.403 
41481322080152020040006BP2600274310201132-320202009;4148;Secretaría de Cultura;BP26002743;Fortalecimiento de la oferta cultural y artística para el adulto mayor en Santiago de   Cali;BP260027431020113;Realizar festival artesanal del adulto mayor;2020760010687;45;4599;3301053;3301053;3301053;13220801;R.F. S.G.P. Propósito General-Otros Sectores;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5202;Poblaciones Construyendo Territorio;5202004;Personas Mayores Envejeciendo con Bienestar;52020040006;Espacios de intercambio intergeneracional promovidos para aprovechar la experiencia y vivencia de las personas mayores;Organismo;SANTIAGO DE CALI;Actual;Inversión; 8.449.570 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.449.570 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.449.570 
41481322080152020040006BP2600274310201292-320202009;4148;Secretaría de Cultura;BP26002743;Fortalecimiento de la oferta cultural y artística para el adulto mayor en Santiago de   Cali;BP260027431020129;Realizar el evento bolero al parque;2020760010687;45;4599;3301053;3301053;3301053;13220801;R.F. S.G.P. Propósito General-Otros Sectores;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5202;Poblaciones Construyendo Territorio;5202004;Personas Mayores Envejeciendo con Bienestar;52020040006;Espacios de intercambio intergeneracional promovidos para aprovechar la experiencia y vivencia de las personas mayores;Organismo;SANTIAGO DE CALI;Actual;Inversión; 16.977.454 ; -   ; -   ; -   ; -   ; -   ; -   ; 16.977.454 ; -   ; -   ; -   ; -   ; -   ; -   ; 16.977.454 
41481322080152020040006BP2600274310201322-320202009;4148;Secretaría de Cultura;BP26002743;Fortalecimiento de la oferta cultural y artística para el adulto mayor en Santiago de   Cali;BP260027431020132;"Realizar evento de narración oral  ""los abuelos cuentan""";2020760010687;45;4599;3301053;3301053;3301053;13220801;R.F. S.G.P. Propósito General-Otros Sectores;Destinación Específica (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5202;Poblaciones Construyendo Territorio;5202004;Personas Mayores Envejeciendo con Bienestar;52020040006;Espacios de intercambio intergeneracional promovidos para aprovechar la experiencia y vivencia de las personas mayores;Organismo;SANTIAGO DE CALI;Actual;Inversión; 25.103.276 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.103.276 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.103.276 
